Segment,scipy_price_change_%,bayes_price_change_%,scipy_revenue_lift_%,bayes_revenue_lift_%,scipy_convergence_rate,bayes_avg_uncertainty
0,19.999999999999996,19.999999999999996,7.999999999999997,20.0,1.0,0.06841374572982928
1,14.999999999999991,14.999999999999991,6.375,14.999999999999995,1.0,0.02388015842604522
2,10.000000000000005,10.000000000000005,4.500000000000003,10.000000000000016,1.0,0.11917334472523405
